audio_onset,audio_offset,audio_path,video_path,video_index,p0_x,p0_y,p1_x,p1_y
127672752,127676511,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,30641,137.0,74.0,80.0,26.0
128292992,128298255,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,30790,,,,
128554064,128558223,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,30853,,,,
128586000,128588542,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,30860,,,,
129010464,129014334,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,30962,,,,
129234272,129238751,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,31016,139.0,125.0,448.0,40.0
129264128,129268463,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,31023,,,,
129479072,129483903,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,31075,227.0,91.0,133.0,117.0
129636512,129645743,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,31113,147.0,129.0,163.0,115.0
130208880,130234959,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,31253,225.0,110.0,107.0,348.0
130482576,130487598,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,31316,,,,
130849312,130854606,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,31404,,,,
131522687,131529439,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,31566,278.0,48.0,93.0,341.0
131784960,131792959,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,31629,312.0,217.0,367.0,263.0
132200016,132204495,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,31728,,,,
132441168,132445791,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,31786,,,,
132638224,132641807,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,31833,,,,
132770912,132779039,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,31865,,,,
132800304,132803359,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,31872,,,,
132820191,132826079,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,31877,,,,
132834095,132838958,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,31880,,,,
132847408,132852159,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,31883,,,,
132992976,132995695,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,31918,,,,
133050192,133052878,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,31932,,,,
133062720,133068191,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,31935,,,,
133118368,133123102,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,31948,,,,
133140607,133149695,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,31954,,,,
133171232,133180383,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,31962,,,,
133215312,133217951,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,31971,,,,
133590992,133594158,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,32062,,,,
133678256,133686446,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,32083,334.0,376.0,330.0,304.0
133741840,133746271,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,32098,314.0,280.0,409.0,337.0
134332832,134337631,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,32240,544.0,228.0,634.0,296.0
134671008,134676767,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,32321,506.0,432.0,633.0,228.0
134684752,134692511,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,32325,633.0,228.0,525.0,455.0
134812656,134820415,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,32355,496.0,452.0,637.0,230.0
134831920,134836735,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,32360,632.0,240.0,409.0,392.0
135412544,135417103,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,32499,,,,
137449856,137454127,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,32988,,,,
138438800,138442335,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,33225,,,,
138507312,138523711,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,33243,,,,
138574352,138578319,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,33258,,,,
138943280,138948191,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,33346,,,,
141066688,141069535,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,33856,,,,
143920448,143926415,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,34541,,,,
144063744,144068767,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,34575,,,,
144806480,144809071,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,34753,,,,
145827152,145829951,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,34998,,,,
146661712,146666399,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,35199,525.0,222.0,581.0,230.0
148191968,148197839,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/mic_2023_06_06_14_37_53_009062.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_14_37_53_009062_female-female-dyad/2023_06_06_14_37_53_009062_cam_d.avi,35566,440.0,221.0,572.0,167.0
32,8287,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/mic_2023_06_06_13_18_31_494467.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/2023_06_06_13_18_31_494467_cam_d.avi,0,234.0,133.0,143.0,109.0
3785248,3796063,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/mic_2023_06_06_13_18_31_494467.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/2023_06_06_13_18_31_494467_cam_d.avi,909,249.0,361.0,161.0,353.0
3807408,3812447,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/mic_2023_06_06_13_18_31_494467.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/2023_06_06_13_18_31_494467_cam_d.avi,914,131.0,356.0,236.0,364.0
3846832,3854367,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/mic_2023_06_06_13_18_31_494467.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/2023_06_06_13_18_31_494467_cam_d.avi,924,227.0,388.0,129.0,360.0
9879856,9887839,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/mic_2023_06_06_13_18_31_494467.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/2023_06_06_13_18_31_494467_cam_d.avi,2372,,,,
9891824,9896959,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/mic_2023_06_06_13_18_31_494467.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/2023_06_06_13_18_31_494467_cam_d.avi,2374,,,,
10920368,10923535,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/mic_2023_06_06_13_18_31_494467.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/2023_06_06_13_18_31_494467_cam_d.avi,2621,,,,
14398304,14402831,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/mic_2023_06_06_13_18_31_494467.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/2023_06_06_13_18_31_494467_cam_d.avi,3456,,,,
14722432,14727679,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/mic_2023_06_06_13_18_31_494467.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/2023_06_06_13_18_31_494467_cam_d.avi,3534,495.0,317.0,500.0,338.0
16308831,16318415,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/mic_2023_06_06_13_18_31_494467.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/2023_06_06_13_18_31_494467_cam_d.avi,3915,455.0,379.0,484.0,373.0
16330464,16336590,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/mic_2023_06_06_13_18_31_494467.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/2023_06_06_13_18_31_494467_cam_d.avi,3920,473.0,372.0,448.0,370.0
18934928,18943439,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/mic_2023_06_06_13_18_31_494467.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/2023_06_06_13_18_31_494467_cam_d.avi,4545,267.0,212.0,231.0,220.0
24408416,24417903,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/mic_2023_06_06_13_18_31_494467.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/2023_06_06_13_18_31_494467_cam_d.avi,5859,493.0,343.0,504.0,380.0
26038688,26052767,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/mic_2023_06_06_13_18_31_494467.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/2023_06_06_13_18_31_494467_cam_d.avi,6250,170.0,121.0,91.0,151.0
26736368,26741711,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/mic_2023_06_06_13_18_31_494467.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/2023_06_06_13_18_31_494467_cam_d.avi,6417,,,,
26863280,26867103,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/mic_2023_06_06_13_18_31_494467.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/2023_06_06_13_18_31_494467_cam_d.avi,6447,,,,
26870240,26873775,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/mic_2023_06_06_13_18_31_494467.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/2023_06_06_13_18_31_494467_cam_d.avi,6449,,,,
26881680,26888575,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/mic_2023_06_06_13_18_31_494467.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/2023_06_06_13_18_31_494467_cam_d.avi,6452,,,,
26917152,26931807,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/mic_2023_06_06_13_18_31_494467.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/2023_06_06_13_18_31_494467_cam_d.avi,6461,,,,
26948272,26958943,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/mic_2023_06_06_13_18_31_494467.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/2023_06_06_13_18_31_494467_cam_d.avi,6468,,,,
26974128,26987279,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/mic_2023_06_06_13_18_31_494467.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/2023_06_06_13_18_31_494467_cam_d.avi,6475,,,,
27052592,27061039,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/mic_2023_06_06_13_18_31_494467.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/2023_06_06_13_18_31_494467_cam_d.avi,6493,,,,
27186000,27191679,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/mic_2023_06_06_13_18_31_494467.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/2023_06_06_13_18_31_494467_cam_d.avi,6525,,,,
27225328,27231551,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/mic_2023_06_06_13_18_31_494467.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/2023_06_06_13_18_31_494467_cam_d.avi,6534,,,,
27236976,27243327,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/mic_2023_06_06_13_18_31_494467.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/2023_06_06_13_18_31_494467_cam_d.avi,6537,,,,
27263824,27267103,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/mic_2023_06_06_13_18_31_494467.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/2023_06_06_13_18_31_494467_cam_d.avi,6543,,,,
27292656,27304015,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/mic_2023_06_06_13_18_31_494467.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/2023_06_06_13_18_31_494467_cam_d.avi,6551,,,,
27782544,27786351,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/mic_2023_06_06_13_18_31_494467.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/2023_06_06_13_18_31_494467_cam_d.avi,6668,,,,
27883344,27887311,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/mic_2023_06_06_13_18_31_494467.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/2023_06_06_13_18_31_494467_cam_d.avi,6692,,,,
28831424,28836207,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/mic_2023_06_06_13_18_31_494467.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/2023_06_06_13_18_31_494467_cam_d.avi,6920,,,,
28926592,28929263,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/mic_2023_06_06_13_18_31_494467.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/2023_06_06_13_18_31_494467_cam_d.avi,6942,,,,
28949840,28953887,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/mic_2023_06_06_13_18_31_494467.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_18_31_494467_mother-pup-dyad/2023_06_06_13_18_31_494467_cam_d.avi,6948,,,,
